"order_item_id";"order_id";"product_id";"quantity";"unit_price";"revenue";"profit"
237;11;29;1;3307.96;3307.96;-1615.95
239;157;12;5;1110.76;5553.8;2221.5
240;72;9;4;5731.47;22925.88;20787.4
242;227;24;4;6583.93;26335.72;20411.68
244;281;49;2;3272.0;6544.0;-1685.4
245;195;38;1;6562.45;6562.45;3339.75
247;46;28;3;3019.4;9058.2;110.19
248;12;30;3;1843.18;5529.54;-4831.71
249;20;29;10;3307.96;33079.6;-16159.5
250;182;7;4;485.27;1941.08;-4205.24
252;239;15;3;7797.73;23393.19;21370.92
253;29;22;10;1348.23;13482.3;-32232.4
254;230;53;5;8077.91;40389.55;16155.8
255;73;4;4;5015.91;20063.64;1157.0
256;88;34;5;7235.77;36178.85;19499.8
259;227;44;2;5820.94;11641.88;11253.4
260;233;4;1;5015.91;5015.91;289.25
261;103;24;5;6583.93;32919.65;25514.6
262;112;52;2;8506.63;17013.26;7296.54
263;143;56;4;3625.32;14501.28;7268.28
264;117;41;3;7247.62;21742.86;8206.11
265;10;45;2;4783.74;9567.48;3475.98
266;143;6;5;5350.91;26754.55;10701.8
267;37;37;1;828.06;828.06;-2609.88
268;182;50;3;186.23;558.69;-13191.72
269;29;35;1;398.85;398.85;-2670.84
270;51;34;1;7235.77;7235.77;3899.96
271;124;27;1;4427.32;4427.32;1770.93
272;208;55;5;1113.17;5565.85;-1938.05
273;109;38;1;6562.45;6562.45;3339.75
274;105;25;1;6351.92;6351.92;5997.37
275;257;9;1;5731.47;5731.47;5196.85
276;53;4;1;5015.91;5015.91;289.25
277;176;19;4;1301.4;5205.6;-1598.68
279;12;34;1;7235.77;7235.77;3899.96
280;246;29;1;3307.96;3307.96;-1615.95
282;144;15;1;7797.73;7797.73;7123.64
283;130;18;3;4896.9;14690.7;9851.13
284;285;45;3;4783.74;14351.22;5213.97
285;238;51;4;7531.68;30126.72;22019.08
286;103;43;2;2804.46;5608.92;4520.8
287;74;6;10;5350.91;53509.1;21403.6
288;157;26;5;518.5;2592.5;-3106.35
289;215;20;2;2509.02;5018.04;-2657.78
291;136;31;3;737.48;2212.44;1941.6
292;151;20;5;2509.02;12545.1;-6644.45
293;194;24;1;6583.93;6583.93;5102.92
294;189;28;5;3019.4;15097.0;183.65
295;109;35;3;398.85;1196.55;-8012.52
297;14;37;3;828.06;2484.18;-7829.64
298;81;40;4;7668.95;30675.8;27310.16
299;182;57;1;2232.14;2232.14;1084.07
300;74;4;1;5015.91;5015.91;289.25
301;186;58;2;273.06;546.12;-4732.18
304;232;54;3;4937.28;14811.84;3219.18
305;191;1;10;8293.85;82938.5;36721.0
306;257;52;5;8506.63;42533.15;18241.35
307;163;45;1;4783.74;4783.74;1737.99
308;49;9;1;5731.47;5731.47;5196.85
309;140;6;4;5350.91;21403.64;8561.44
310;201;44;3;5820.94;17462.82;16880.1
312;269;46;2;6790.79;13581.58;6416.62
313;42;51;1;7531.68;7531.68;5504.77
314;82;30;2;1843.18;3686.36;-3221.14
315;137;35;2;398.85;797.7;-5341.68
316;235;27;3;4427.32;13281.96;5312.79
317;198;55;1;1113.17;1113.17;-387.61
318;168;53;4;8077.91;32311.64;12924.64
319;288;40;4;7668.95;30675.8;27310.16
320;147;21;4;7066.48;28265.92;16601.56
321;253;18;1;4896.9;4896.9;3283.71
322;260;32;2;4200.75;8401.5;6595.7
323;66;59;5;8634.83;43174.15;41797.95
324;242;46;3;6790.79;20372.37;9624.93
325;212;19;3;1301.4;3904.2;-1199.01
326;66;19;5;1301.4;6507.0;-1998.35
327;103;20;1;2509.02;2509.02;-1328.89
328;155;11;1;6198.79;6198.79;2028.91
329;258;17;3;907.93;2723.79;1089.51
330;276;39;2;4106.48;8212.96;5881.54
331;90;4;1;5015.91;5015.91;289.25
333;8;5;5;6685.99;33429.95;18613.1
334;289;57;4;2232.14;8928.56;4336.28
335;125;41;3;7247.62;21742.86;8206.11
336;213;34;1;7235.77;7235.77;3899.96
337;228;59;4;8634.83;34539.32;33438.36
338;14;50;3;186.23;558.69;-13191.72
339;1;42;2;7566.71;15133.42;13163.1
344;173;39;3;4106.48;12319.44;8822.31
345;211;3;2;7822.55;15645.1;10393.58
346;224;15;3;7797.73;23393.19;21370.92
347;261;18;5;4896.9;24484.5;16418.55
348;3;11;1;6198.79;6198.79;2028.91
349;118;18;3;4896.9;14690.7;9851.13
350;99;35;1;398.85;398.85;-2670.84
351;293;60;1;6234.43;6234.43;3359.86
352;67;47;10;8675.5;86755.0;34702.0
353;90;23;3;1338.03;4014.09;2323.17
354;51;7;3;485.27;1455.81;-3153.93
355;182;52;2;8506.63;17013.26;7296.54
356;107;12;3;1110.76;3332.28;1332.9
357;42;53;2;8077.91;16155.82;6462.32
358;221;24;2;6583.93;13167.86;10205.84
359;146;15;1;7797.73;7797.73;7123.64
360;82;26;1;518.5;518.5;-621.27
361;122;58;2;273.06;546.12;-4732.18
362;30;35;2;398.85;797.7;-5341.68
363;121;5;3;6685.99;20057.97;11167.86
364;138;7;1;485.27;485.27;-1051.31
365;250;7;1;485.27;485.27;-1051.31
366;120;22;2;1348.23;2696.46;-6446.48
367;97;47;4;8675.5;34702.0;13880.8
368;152;9;1;5731.47;5731.47;5196.85
369;26;10;1;6824.08;6824.08;3544.49
370;32;50;3;186.23;558.69;-13191.72
371;61;14;3;2550.57;7651.71;-2228.7
372;213;14;2;2550.57;5101.14;-1485.8
373;196;2;1;5667.1;5667.1;5195.71
376;58;54;1;4937.28;4937.28;1073.06
378;30;52;2;8506.63;17013.26;7296.54
379;71;43;1;2804.46;2804.46;2260.4
381;182;1;4;8293.85;33175.4;14688.4
382;24;7;2;485.27;970.54;-2102.62
384;60;4;5;5015.91;25079.55;1446.25
385;103;56;1;3625.32;3625.32;1817.07
386;126;17;2;907.93;1815.86;726.34
387;53;46;2;6790.79;13581.58;6416.62
388;235;27;3;4427.32;13281.96;5312.79
389;113;37;4;828.06;3312.24;-10439.52
390;275;31;3;737.48;2212.44;1941.6
391;80;10;1;6824.08;6824.08;3544.49
392;98;36;1;6207.57;6207.57;4612.34
393;19;26;1;518.5;518.5;-621.27
394;86;50;3;186.23;558.69;-13191.72
395;207;40;3;7668.95;23006.85;20482.62
396;54;41;1;7247.62;7247.62;2735.37
398;205;12;4;1110.76;4443.04;1777.2
399;203;59;5;8634.83;43174.15;41797.95
400;2;29;2;3307.96;6615.92;-3231.9
401;183;46;1;6790.79;6790.79;3208.31
402;70;59;1;8634.83;8634.83;8359.59
403;75;37;5;828.06;4140.3;-13049.4
404;73;23;1;1338.03;1338.03;774.39
405;149;6;5;5350.91;26754.55;10701.8
406;14;4;4;5015.91;20063.64;1157.0
407;74;13;1;1564.58;1564.58;610.46
408;208;48;1;8200.77;8200.77;5420.03
409;173;2;4;5667.1;22668.4;20782.84
410;279;6;1;5350.91;5350.91;2140.36
412;206;7;5;485.27;2426.35;-5256.55
413;148;60;1;6234.43;6234.43;3359.86
414;185;57;4;2232.14;8928.56;4336.28
416;283;54;2;4937.28;9874.56;2146.12
417;228;8;3;3690.52;11071.56;-373.8
418;254;18;4;4896.9;19587.6;13134.84
419;299;51;2;7531.68;15063.36;11009.54
420;107;48;1;8200.77;8200.77;5420.03
421;65;21;5;7066.48;35332.4;20751.95
422;161;54;1;4937.28;4937.28;1073.06
423;159;60;2;6234.43;12468.86;6719.72
424;141;47;4;8675.5;34702.0;13880.8
425;169;14;5;2550.57;12752.85;-3714.5
426;177;46;10;6790.79;67907.9;32083.1
427;36;20;5;2509.02;12545.1;-6644.45
428;106;42;1;7566.71;7566.71;6581.55
429;90;47;5;8675.5;43377.5;17351.0
432;24;1;5;8293.85;41469.25;18360.5
433;17;44;1;5820.94;5820.94;5626.7
434;6;27;4;4427.32;17709.28;7083.72
435;182;36;2;6207.57;12415.14;9224.68
437;143;43;4;2804.46;11217.84;9041.6
438;203;7;1;485.27;485.27;-1051.31
439;102;6;1;5350.91;5350.91;2140.36
440;147;51;3;7531.68;22595.04;16514.31
441;100;23;3;1338.03;4014.09;2323.17
442;117;1;2;8293.85;16587.7;7344.2
443;100;59;1;8634.83;8634.83;8359.59
445;137;56;5;3625.32;18126.6;9085.35
446;53;57;3;2232.14;6696.42;3252.21
447;123;51;4;7531.68;30126.72;22019.08
448;207;26;1;518.5;518.5;-621.27
449;151;5;1;6685.99;6685.99;3722.62
451;14;46;4;6790.79;27163.16;12833.24
452;172;40;5;7668.95;38344.75;34137.7
453;33;18;1;4896.9;4896.9;3283.71
454;273;15;1;7797.73;7797.73;7123.64
455;299;36;2;6207.57;12415.14;9224.68
456;250;33;2;2976.93;5953.86;5034.34
457;220;60;3;6234.43;18703.29;10079.58
458;233;18;5;4896.9;24484.5;16418.55
459;35;19;2;1301.4;2602.8;-799.34
460;210;11;4;6198.79;24795.16;8115.64
461;1;28;1;3019.4;3019.4;36.73
462;110;47;4;8675.5;34702.0;13880.8
463;103;32;5;4200.75;21003.75;16489.25
464;252;60;3;6234.43;18703.29;10079.58
465;274;2;2;5667.1;11334.2;10391.42
466;80;43;1;2804.46;2804.46;2260.4
467;128;34;1;7235.77;7235.77;3899.96
468;159;18;5;4896.9;24484.5;16418.55
470;44;23;5;1338.03;6690.15;3871.95
471;35;25;1;6351.92;6351.92;5997.37
472;58;34;1;7235.77;7235.77;3899.96
473;281;31;3;737.48;2212.44;1941.6
474;50;5;4;6685.99;26743.96;14890.48
475;34;60;1;6234.43;6234.43;3359.86
476;110;5;3;6685.99;20057.97;11167.86
477;2;51;3;7531.68;22595.04;16514.31
478;188;50;4;186.23;744.92;-17588.96
479;144;28;4;3019.4;12077.6;146.92
480;39;21;5;7066.48;35332.4;20751.95
481;276;30;2;1843.18;3686.36;-3221.14
482;299;15;2;7797.73;15595.46;14247.28
483;58;49;4;3272.0;13088.0;-3370.8
484;154;40;1;7668.95;7668.95;6827.54
485;279;50;1;186.23;186.23;-4397.24
486;9;54;2;4937.28;9874.56;2146.12
487;214;20;1;2509.02;2509.02;-1328.89
488;19;23;2;1338.03;2676.06;1548.78
489;7;58;1;273.06;273.06;-2366.09
490;43;35;1;398.85;398.85;-2670.84
491;110;32;5;4200.75;21003.75;16489.25
492;228;22;4;1348.23;5392.92;-12892.96
493;276;12;2;1110.76;2221.52;888.6
494;20;40;5;7668.95;38344.75;34137.7
495;116;22;3;1348.23;4044.69;-9669.72
496;11;9;1;5731.47;5731.47;5196.85
497;172;55;5;1113.17;5565.85;-1938.05
499;14;55;3;1113.17;3339.51;-1162.83
500;289;55;1;1113.17;1113.17;-387.61
501;254;10;2;6824.08;13648.16;7088.98
502;137;52;1;8506.63;8506.63;3648.27
503;225;44;4;5820.94;23283.76;22506.8
504;173;54;3;4937.28;14811.84;3219.18
505;295;28;2;3019.4;6038.8;73.46
506;50;15;4;7797.73;31190.92;28494.56
507;62;24;2;6583.93;13167.86;10205.84
508;101;57;1;2232.14;2232.14;1084.07
509;15;50;2;186.23;372.46;-8794.48
510;180;45;4;4783.74;19134.96;6951.96
511;19;44;5;5820.94;29104.7;28133.5
512;174;28;1;3019.4;3019.4;36.73
513;105;53;5;8077.91;40389.55;16155.8
515;118;45;3;4783.74;14351.22;5213.97
516;115;28;4;3019.4;12077.6;146.92
517;104;30;5;1843.18;9215.9;-8052.85
518;236;18;3;4896.9;14690.7;9851.13
519;11;37;3;828.06;2484.18;-7829.64
520;240;58;5;273.06;1365.3;-11830.45
521;150;59;1;8634.83;8634.83;8359.59
522;158;25;4;6351.92;25407.68;23989.48
523;86;50;3;186.23;558.69;-13191.72
524;234;29;1;3307.96;3307.96;-1615.95
526;20;17;3;907.93;2723.79;1089.51
527;189;33;3;2976.93;8930.79;7551.51
528;144;51;1;7531.68;7531.68;5504.77
529;10;31;2;737.48;1474.96;1294.4
530;251;28;1;3019.4;3019.4;36.73
531;198;29;2;3307.96;6615.92;-3231.9
532;248;23;2;1338.03;2676.06;1548.78
534;61;4;4;5015.91;20063.64;1157.0
536;57;6;1;5350.91;5350.91;2140.36
537;99;14;4;2550.57;10202.28;-2971.6
538;288;20;1;2509.02;2509.02;-1328.89
539;34;17;2;907.93;1815.86;726.34
540;117;13;3;1564.58;4693.74;1831.38
541;277;22;5;1348.23;6741.15;-16116.2
542;294;55;1;1113.17;1113.17;-387.61
543;204;38;2;6562.45;13124.9;6679.5
545;47;21;1;7066.48;7066.48;4150.39
546;277;55;1;1113.17;1113.17;-387.61
548;252;15;5;7797.73;38988.65;35618.2
550;112;16;4;5276.08;21104.32;11577.88
